case_id,created_at,case_summary,channel,case_type,category,plan_tier,customer_tenure_months
ND-2025-000015,2025-01-06 12:15:33+00:00,Explain the difference between Editor and Viewer in Orbit ID roles,in_app,service_request,how_to_training,Standard,3
ND-2025-001933,2025-10-24 14:40:55+00:00,Best SEO services.,email,incident,other,Free,0
ND-2025-001313,2025-07-30 09:25:45+00:00,Xero outage affecting all dashboards.,email,incident,integrations,Enterprise,38
ND-2025-001680,2025-09-20 11:05:55+00:00,Docs link for Orbit ID is broken,email,service_request,how_to_training,Free,3
ND-2025-001006,2025-06-03 13:10:55+00:00,Data from Xero connector isn't showing up on the dashboard today,in_app,incident,data_reporting,Pro,6
ND-2025-000693,2025-04-28 12:40:00+00:00,404 page when clicking on the old report link,email,incident,bug,Standard,8
ND-2025-001884,2025-10-27 09:10:55+00:00,Is SSO available on the Standard plan?,email,service_request,access_permissions,Standard,5
ND-2025-000510,2025-03-21 12:10:15+00:00,VAT receipt please,email,service_request,billing_payments,Pro,19
ND-2025-000565,2025-03-01 10:05:40+00:00,Add user to dashboard,email,service_request,account_admin,Standard,7
ND-2025-001857,2025-10-18 11:30:15+00:00,Do you offer discounts for non-profits?,webchat,service_request,other,Free,0
ND-2025-001741,2025-09-11 11:05:20+00:00,Reporting a potential vulnerability in Orbit ID,email,incident,security_privacy,Pro,50
ND-2025-002328,2025-12-04 09:45:22+00:00,Cancel account.,webchat,service_request,account_admin,Standard,8
ND-2025-000466,2025-03-12 13:55:55+00:00,Connector settings won't save on Chrome,email,incident,bug,Pro,21
ND-2025-001473,2025-08-25 08:30:20+00:00,Status page says operational but we are down.,in_app,incident,performance_outage,Pro,36
ND-2025-000014,2025-01-06 09:50:10+00:00,Polaris Board is loading extremely slowly this morning,phone,incident,performance_outage,Enterprise,40
ND-2025-001443,2025-08-14 09:30:22+00:00,Is this the pizza place?,webchat,service_request,other,Free,0
ND-2025-001455,2025-08-18 14:30:10+00:00,Lost phone need 2FA reset for admin account.,phone,incident,access_permissions,Enterprise,50
ND-2025-001086,2025-06-27 08:45:10+00:00,Revenue widget showing duplicate values,email,incident,data_reporting,Pro,21
ND-2025-001218,2025-07-04 14:50:45+00:00,JSON error when importing data from Stripe.,in_app,incident,integrations,Pro,9
ND-2025-001357,2025-07-06 11:05:00+00:00,Xero Connector broken.,email,incident,integrations,Enterprise,48
ND-2025-000169,2025-01-20 11:50:25+00:00,How to use the forecast widget?,email,service_request,how_to_training,Standard,5
ND-2025-002009,2025-11-04 09:05:11+00:00,Delete user John Smith from the account.,in_app,service_request,account_admin,Standard,6
ND-2025-000738,2025-04-30 10:35:00+00:00,Status of my refund?,email,service_request,billing_payments,Standard,14
ND-2025-000577,2025-03-04 10:05:40+00:00,Add colleague to Polaris,email,service_request,account_admin,Standard,6
ND-2025-000058,2025-01-20 09:05:15+00:00,Examples of KPI dashboards please,email,service_request,how_to_training,Free,3
ND-2025-001747,2025-09-23 14:25:00+00:00,How does the new widget feature work?,in_app,service_request,how_to_training,Free,5
ND-2025-000895,2025-05-19 08:25:05+00:00,Need VAT receipt for May.,email,incident,billing_payments,Pro,10
ND-2025-002304,2025-12-19 09:50:22+00:00,Urgent closure needed today.,email,service_request,account_admin,Enterprise,37
ND-2025-001895,2025-10-30 10:45:55+00:00,password not working.,webchat,service_request,access_permissions,Standard,11
ND-2025-001497,2025-08-05 14:50:00+00:00,Connector says connected but no data.,in_app,incident,integrations,Pro,18
ND-2025-002232,2025-12-13 13:20:44+00:00,Urgent cancellation request.,email,service_request,account_admin,Pro,25
ND-2025-001835,2025-10-10 10:55:30+00:00,Checking retention policy for dashboard snapshots.,email,service_request,account_admin,Enterprise,55
ND-2025-002036,2025-11-12 16:15:33+00:00,Please disable marketing emails.,email,service_request,account_admin,Pro,22
ND-2025-001344,2025-07-24 08:35:00+00:00,Critical Xero failure.,email,incident,integrations,Enterprise,55
ND-2025-000091,2025-01-31 08:30:20+00:00,SSO certificate expired on Orbit ID,webchat,incident,access_permissions,Enterprise,14
ND-2025-002004,2025-11-02 08:45:33+00:00,We need an export of the audit logs for last month's user activity.,email,service_request,account_admin,Standard,8
ND-2025-000068,2025-01-23 10:20:25+00:00,Data deletion request under GDPR,phone,incident,security_privacy,Pro,9
ND-2025-002063,2025-11-20 08:50:30+00:00,Require audit logs for internal review.,email,service_request,account_admin,Enterprise,31
ND-2025-002218,2025-12-09 10:05:55+00:00,Please terminate our account effective Dec 31st.,email,service_request,account_admin,Standard,7
ND-2025-000670,2025-04-22 10:20:00+00:00,Help setting up my first Polaris board,webchat,service_request,how_to_training,Free,2
ND-2025-000610,2025-04-03 10:20:00+00:00,Locked out of Orbit ID can you reset?,webchat,service_request,access_permissions,Standard,5
ND-2025-000821,2025-05-03 11:00:30+00:00,Need to add a new user to our Orbit ID setup.,email,service_request,account_admin,Pro,9
ND-2025-001425,2025-08-07 12:25:55+00:00,HubSpot deal stages mapped incorrectly in Northstar.,email,incident,integrations,Pro,33
ND-2025-001746,2025-09-21 12:40:25+00:00,Mapping issue with Salesforce Connector,email,service_request,integrations,Pro,18
ND-2025-002083,2025-11-26 08:40:40+00:00,Please add user to the account.,email,service_request,account_admin,Standard,19
ND-2025-000008,2025-01-04 10:12:05+00:00,New starter here - how do I link the Xero connector?,email,service_request,how_to_training,Standard,1
ND-2025-001751,2025-09-01 14:15:30+00:00,Where are the docs for the API?,in_app,service_request,how_to_training,Free,3
ND-2025-000489,2025-03-17 10:35:30+00:00,VAT receipt please,email,service_request,billing_payments,Pro,12
ND-2025-000427,2025-03-04 15:55:12+00:00,The totals on the invoice do not match the Polaris usage report,email,incident,billing_payments,Enterprise,18
ND-2025-001120,2025-06-16 09:05:50+00:00,Is the status page accurate getting errors,phone,incident,performance_outage,Standard,28
ND-2025-001140,2025-06-11 08:15:30+00:00,Uptime report shows downtime yesterday,in_app,incident,performance_outage,Standard,25
ND-2025-001492,2025-08-31 11:20:00+00:00,Generic error message when saving report.,email,incident,bug,Pro,15
ND-2025-000139,2025-01-20 10:55:55+00:00,Dashboard is unusable due to lag,email,incident,performance_outage,Enterprise,19
ND-2025-001800,2025-10-01 09:15:22+00:00,Requesting data deletion for ex-employee under GDPR guidelines regarding Orbit ID access.,email,service_request,security_privacy,Pro,24
ND-2025-000729,2025-04-23 16:05:00+00:00,API rate limit exceeded again,webchat,incident,integrations,Pro,28
ND-2025-000817,2025-05-02 14:30:30+00:00,The link to 'Manage Connectors' gives a 404.,email,incident,bug,Standard,6
ND-2025-000537,2025-03-26 15:35:30+00:00,VAT receipt thanks,email,service_request,billing_payments,Pro,12
ND-2025-000928,2025-05-25 11:30:50+00:00,Typo in the menu.,email,incident,bug,Pro,9
ND-2025-001694,2025-09-24 10:35:30+00:00,Polaris Board mismatch with source data,email,service_request,data_reporting,Pro,17
ND-2025-000839,2025-05-07 09:50:22+00:00,Widgets spinning indefinitely.,email,incident,performance_outage,Pro,30
ND-2025-000930,2025-05-26 09:25:40+00:00,Excel export corrupted.,email,incident,bug,Pro,17
ND-2025-000131,2025-01-12 14:15:15+00:00,Reporting a potential XSS vulnerability,phone,incident,security_privacy,Enterprise,28
ND-2025-001363,2025-07-12 15:35:00+00:00,Test chat.,webchat,service_request,other,Free,0
ND-2025-001638,2025-09-09 08:55:30+00:00,Save button overlaps with cancel on widget edit screen,in_app,incident,bug,Pro,20
ND-2025-002276,2025-12-08 11:15:05+00:00,Mobile app crashes on launch.,phone,incident,bug,Standard,7
ND-2025-001001,2025-06-02 10:04:45+00:00,Polaris Boards are taking ages to load just spinning wheel,webchat,incident,performance_outage,Standard,12
ND-2025-001826,2025-10-07 12:30:44+00:00,Do you have a SOC2 Type 2 report available for our vendor assessment?,email,service_request,security_privacy,Enterprise,60
ND-2025-001248,2025-07-13 11:55:20+00:00,Xero connector still down? This is unacceptable.,webchat,incident,integrations,Enterprise,32
ND-2025-001666,2025-09-16 14:15:35+00:00,Exporting large Polaris Board results in empty file,email,service_request,data_reporting,Enterprise,27
ND-2025-001280,2025-07-21 13:45:10+00:00,Hit rate limit on Xero connector.,webchat,incident,integrations,Pro,27
ND-2025-000545,2025-03-28 12:15:50+00:00,VAT receipt needed,email,service_request,billing_payments,Pro,18
ND-2025-001925,2025-10-16 15:05:44+00:00,Domain not verifying.,email,service_request,access_permissions,Pro,10
ND-2025-001478,2025-08-26 14:10:25+00:00,PDF report layout is different from screen.,webchat,service_request,data_reporting,Standard,10
ND-2025-002139,2025-11-22 13:35:55+00:00,500 error on login.,email,incident,performance_outage,Enterprise,38
ND-2025-002104,2025-11-03 09:05:30+00:00,Account locked out.,phone,incident,access_permissions,Free,2
ND-2025-001700,2025-09-25 14:30:00+00:00,Configuring the Xero Connector to sync daily,email,service_request,how_to_training,Pro,8
ND-2025-001359,2025-07-08 15:55:00+00:00,Mapping incorrect.,webchat,incident,integrations,Pro,22
ND-2025-002249,2025-12-18 08:20:45+00:00,Invoice dated 2026 generated too early.,email,service_request,billing_payments,Pro,17
ND-2025-000644,2025-04-14 08:50:00+00:00,My colleague can't see the HR Polaris board,email,service_request,data_reporting,Pro,14
ND-2025-000941,2025-05-28 10:15:15+00:00,How to filter by date?,email,service_request,how_to_training,Free,7
ND-2025-000818,2025-05-03 08:15:10+00:00,Need help configuring the new dark mode setting.,email,service_request,how_to_training,Pro,11
ND-2025-000178,2025-01-29 10:40:40+00:00,How do I use this?,email,service_request,how_to_training,Standard,1
ND-2025-000883,2025-05-16 09:15:05+00:00,IE11 not working.,email,incident,bug,Standard,5
ND-2025-002298,2025-12-16 14:45:33+00:00,Domain verification failed for SSO.,phone,incident,access_permissions,Pro,5
ND-2025-001109,2025-06-23 12:30:20+00:00,Upgrade to Pro please,webchat,service_request,billing_payments,Standard,8
ND-2025-001279,2025-07-21 11:20:45+00:00,Auth error connecting Salesforce.,email,incident,integrations,Standard,7
ND-2025-001686,2025-09-22 10:40:15+00:00,Widget showing no data for yesterday,webchat,service_request,data_reporting,Standard,9
ND-2025-001144,2025-06-23 10:55:50+00:00,Change organization name,webchat,service_request,account_admin,Standard,12
ND-2025-000935,2025-05-27 09:05:45+00:00,Broken link in settings.,email,incident,bug,Standard,6
ND-2025-002044,2025-11-14 16:00:30+00:00,Adding a new admin user.,email,service_request,account_admin,Standard,5
ND-2025-001447,2025-08-15 10:40:55+00:00,Xero sync timing out after 10 minutes.,webchat,incident,integrations,Pro,30
ND-2025-000834,2025-05-06 10:15:30+00:00,How do I change the currency symbol on the new widgets?,email,service_request,how_to_training,Free,3
ND-2025-000050,2025-01-17 10:55:40+00:00,Menu doesn't open on Firefox,email,incident,bug,Pro,9
ND-2025-001014,2025-06-05 15:45:12+00:00,SSO via Okta is failing for new hires strictly,webchat,incident,access_permissions,Enterprise,55
ND-2025-000914,2025-05-22 13:20:00+00:00,Weird spacing.,email,incident,bug,Pro,10
ND-2025-002071,2025-11-22 10:55:33+00:00,Need to update the VAT number in settings.,email,service_request,account_admin,Standard,20
ND-2025-001519,2025-08-27 11:05:00+00:00,Extreme latency making work impossible.,phone,incident,performance_outage,Enterprise,50
ND-2025-001815,2025-10-04 08:50:20+00:00,Polaris Board sessions are timing out too quickly during presentations.,email,incident,security_privacy,Enterprise,40
ND-2025-001036,2025-06-12 09:20:40+00:00,PDF export of the board looks corrupted images missing,webchat,incident,data_reporting,Pro,9
ND-2025-002217,2025-12-08 11:30:44+00:00,Salesforce connector timing out during large sync.,in_app,incident,integrations,Standard,4
ND-2025-002124,2025-11-14 08:45:40+00:00,Add a user.,email,service_request,account_admin,Standard,17
ND-2025-000702,2025-04-30 13:20:00+00:00,Inviting new user but email never arrives,email,service_request,access_permissions,Standard,5
ND-2025-001304,2025-07-27 15:40:00+00:00,Auth error connecting to the new API.,webchat,incident,integrations,Standard,10
ND-2025-001661,2025-09-15 12:20:40+00:00,Polaris Board keeps spinning and won't load,in_app,incident,performance_outage,Enterprise,55
ND-2025-000668,2025-04-21 16:00:00+00:00,Can I change the color scheme of the Polaris board?,email,service_request,data_reporting,Pro,18
ND-2025-002307,2025-12-27 11:45:12+00:00,Forgot password need to login.,email,service_request,account_admin,Standard,12
ND-2025-001318,2025-07-31 10:20:50+00:00,API timeout on the sync.,phone,incident,integrations,Pro,27
ND-2025-002296,2025-12-16 08:50:22+00:00,Excel export is formatted wrong.,email,service_request,data_reporting,Standard,14
ND-2025-000582,2025-03-05 11:00:45+00:00,VAT invoice required,email,service_request,billing_payments,Pro,19
ND-2025-000569,2025-03-02 09:25:20+00:00,VAT receipt please,email,service_request,billing_payments,Pro,15
ND-2025-001879,2025-10-25 11:55:05+00:00,Make money online fast.,webchat,service_request,other,Free,0
ND-2025-002095,2025-11-29 11:15:25+00:00,Update billing email.,email,service_request,account_admin,Pro,11
ND-2025-000851,2025-05-09 09:45:00+00:00,Can viewers see the new edit controls?,in_app,service_request,how_to_training,Standard,8
ND-2025-001864,2025-10-20 14:40:10+00:00,Critical: Unauthorized admin access detected.,email,incident,security_privacy,Enterprise,40
ND-2025-001906,2025-10-04 08:25:20+00:00,Suspicious activity alert received last night.,email,incident,security_privacy,Pro,14
ND-2025-002047,2025-11-15 14:30:20+00:00,Where do I find the API key in settings?,webchat,service_request,account_admin,Free,2
ND-2025-002067,2025-11-21 09:10:50+00:00,Turn off email notifications.,webchat,service_request,account_admin,Free,8
ND-2025-001642,2025-09-09 15:10:50+00:00,Salesforce sync keeps timing out,phone,service_request,integrations,Pro,14
ND-2025-002145,2025-11-25 13:05:25+00:00,Add user.,webchat,service_request,account_admin,Standard,16
ND-2025-000831,2025-05-06 08:15:55+00:00,Can't see the new charts on the iPhone app.,email,incident,bug,Pro,5
ND-2025-000019,2025-01-07 14:20:55+00:00,Payment failed notification received but card is valid,email,incident,billing_payments,Enterprise,15
ND-2025-002278,2025-12-09 09:40:11+00:00,Double billing on my card.,webchat,service_request,billing_payments,Standard,4
ND-2025-001121,2025-06-18 12:30:25+00:00,Firefox layout issue on dashboard,email,incident,bug,Pro,12
ND-2025-002072,2025-11-22 13:40:10+00:00,Why is the pro tier so expensive?,email,incident,billing_payments,Free,3
ND-2025-001437,2025-08-12 09:05:00+00:00,Link to help center in the footer is broken.,email,incident,bug,Free,3
ND-2025-000937,2025-05-27 10:35:35+00:00,Need help configuring dashboard.,in_app,service_request,how_to_training,Free,2
ND-2025-001015,2025-06-06 09:10:55+00:00,Change billing email to finance@ please,email,service_request,account_admin,Standard,18
ND-2025-001429,2025-08-08 14:05:20+00:00,Payment failed but card details are correct.,email,service_request,billing_payments,Pro,10
ND-2025-001674,2025-09-18 14:25:40+00:00,Filtering by category in Polaris not working,in_app,service_request,data_reporting,Standard,10
ND-2025-001639,2025-09-09 10:20:45+00:00,Data missing from Q3 Polaris report urgent,email,service_request,data_reporting,Enterprise,42
ND-2025-000618,2025-04-05 11:00:00+00:00,Polaris board layout is broken in Safari,in_app,incident,bug,Standard,7
ND-2025-002091,2025-11-28 10:25:20+00:00,Do you offer a discount for non-profits?,webchat,service_request,other,Free,0
ND-2025-000422,2025-03-04 08:20:30+00:00,Payment keeps bouncing for our annual sub,email,incident,billing_payments,Pro,24
ND-2025-001605,2025-09-01 16:10:12+00:00,Can you show me best practice for filtering Polaris widgets by region?,webchat,service_request,how_to_training,Pro,24
ND-2025-001409,2025-08-02 14:40:55+00:00,Salesforce connector hitting rate limits during sync.,email,incident,integrations,Standard,20
ND-2025-001811,2025-10-03 09:05:00+00:00,Submitting our annual penetration test report for your review.,email,service_request,security_privacy,Enterprise,55
ND-2025-002309,2025-12-29 10:30:45+00:00,Urgent invoice correction needed for year end.,email,service_request,billing_payments,Enterprise,20
ND-2025-001227,2025-07-07 15:55:00+00:00,CSV export from Polaris is missing columns.,email,service_request,data_reporting,Standard,5
ND-2025-001936,2025-10-27 12:55:44+00:00,Hacked account?,phone,incident,security_privacy,Pro,14
ND-2025-000161,2025-01-12 14:30:45+00:00,SSO configuration error 500,email,incident,access_permissions,Enterprise,15
ND-2025-000159,2025-01-10 09:40:35+00:00,I need a walkthrough,email,service_request,how_to_training,Standard,1
ND-2025-002034,2025-11-12 11:25:40+00:00,Lost my phone need 2FA reset for Orbit ID.,email,incident,access_permissions,Standard,3
ND-2025-001251,2025-07-14 10:25:15+00:00,Xero API is down and killing our dashboards.,phone,incident,integrations,Enterprise,60
ND-2025-001034,2025-06-11 13:55:10+00:00,Cannot assign admin role to my colleague getting error,phone,incident,access_permissions,Standard,5
ND-2025-002020,2025-11-07 13:30:15+00:00,New user here needing a walkthrough of the dashboard setup.,webchat,service_request,how_to_training,Standard,1
ND-2025-001098,2025-06-30 15:45:10+00:00,Confirming data server location for GDPR,in_app,service_request,security_privacy,Pro,20
ND-2025-001360,2025-07-09 08:20:00+00:00,Latency high.,in_app,incident,performance_outage,Standard,12
ND-2025-001843,2025-10-13 14:20:18+00:00,Help I cannot get into the system to run payroll reports.,phone,service_request,access_permissions,Standard,4
ND-2025-001281,2025-07-21 16:05:35+00:00,Mapping issue with the new fields.,email,incident,integrations,Standard,13
ND-2025-000094,2025-01-04 13:40:25+00:00,Change organization name,webchat,service_request,account_admin,Pro,7
ND-2025-000052,2025-01-18 09:30:50+00:00,Lost my phone need 2FA reset for Orbit ID,webchat,incident,access_permissions,Enterprise,22
ND-2025-000838,2025-05-07 09:05:00+00:00,The 'Save' button is slightly cut off at the bottom of the screen.,email,incident,bug,Standard,7
ND-2025-000119,2025-01-29 08:40:15+00:00,SEO optimization services for you,webchat,service_request,other,Free,0
ND-2025-000725,2025-04-19 14:30:00+00:00,IE11 display issues,email,incident,bug,Pro,10
ND-2025-000954,2025-05-31 09:05:40+00:00,Line break issue.,email,incident,bug,Pro,9
ND-2025-001887,2025-10-28 08:30:45+00:00,Account locked and password reset not working.,phone,incident,access_permissions,Pro,8
ND-2025-000890,2025-05-17 11:20:00+00:00,Dashboard is illegible!,phone,incident,bug,Enterprise,42
ND-2025-000592,2025-03-07 14:50:55+00:00,Add user to team,email,service_request,account_admin,Standard,8
ND-2025-002259,2025-12-19 16:50:22+00:00,Please cancel our Northstar subscription.,email,service_request,account_admin,Pro,15
ND-2025-002109,2025-11-05 15:40:30+00:00,API auth error 401.,email,incident,integrations,Pro,21
ND-2025-002005,2025-11-02 09:10:15+00:00,Xero Connector has disconnected and won't re-auth.,phone,incident,integrations,Enterprise,40
ND-2025-000904,2025-05-20 13:30:50+00:00,How to change theme?,in_app,service_request,how_to_training,Free,3
ND-2025-000173,2025-01-24 14:35:45+00:00,password help,in_app,service_request,access_permissions,Standard,2
ND-2025-001046,2025-06-15 08:10:55+00:00,Data isn't refreshing automatically every hour as promised,email,incident,data_reporting,Enterprise,35
ND-2025-001705,2025-09-27 09:05:05+00:00,Dashboard not updating with latest sales figures,email,service_request,data_reporting,Enterprise,34
ND-2025-001734,2025-09-28 10:45:10+00:00,Polaris refresh is delayed significantly,webchat,service_request,data_reporting,Enterprise,22
ND-2025-000057,2025-01-19 13:40:40+00:00,Shopify connector says service unavailable,webchat,incident,integrations,Pro,14
ND-2025-000652,2025-04-16 14:45:00+00:00,Data on the dashboard is 2 hours old why?,in_app,service_request,data_reporting,Standard,5
ND-2025-000464,2025-03-12 10:50:05+00:00,Change organization name,webchat,service_request,account_admin,Free,3
ND-2025-001026,2025-06-09 10:45:55+00:00,Sales figures seem to be in UTC not BST on the daily view,email,incident,data_reporting,Pro,13
ND-2025-001004,2025-06-03 08:20:12+00:00,Locked out of Orbit ID after entering wrong pass 3 times,webchat,incident,access_permissions,Pro,36
ND-2025-000436,2025-03-06 13:00:55+00:00,How do I upgrade to Enterprise?,webchat,service_request,billing_payments,Pro,2
ND-2025-001072,2025-06-23 08:55:40+00:00,Mobile view cuts off the right side of charts,in_app,incident,bug,Standard,9
ND-2025-000444,2025-03-08 09:30:10+00:00,Since the v2 update my Polaris widgets are blank,email,incident,bug,Enterprise,30
ND-2025-001526,2025-08-10 15:45:00+00:00,Need onboarding help for my team.,email,service_request,how_to_training,Free,1
ND-2025-000027,2025-01-10 09:00:22+00:00,Getting random 500 errors when saving Polaris Boards,in_app,incident,performance_outage,Standard,6
ND-2025-000475,2025-03-14 12:15:40+00:00,404 error on the support page link,email,incident,bug,Standard,13
ND-2025-001476,2025-08-26 09:15:35+00:00,Update email preferences for billing contact.,phone,service_request,account_admin,Standard,6
ND-2025-002241,2025-12-16 09:35:12+00:00,Update card for Jan payment.,in_app,service_request,billing_payments,Standard,14
ND-2025-001856,2025-10-18 09:10:22+00:00,Sending over our Pen Test scope for next month.,email,service_request,security_privacy,Enterprise,50
ND-2025-000118,2025-01-28 14:55:40+00:00,Revenue showing as USD but should be GBP,email,incident,data_reporting,Pro,8
ND-2025-001868,2025-10-21 15:20:50+00:00,Require full audit trail of dashboard changes for last week.,email,service_request,account_admin,Enterprise,55
ND-2025-002221,2025-12-10 08:30:22+00:00,What happens to our data after we cancel?,email,service_request,account_admin,Pro,20
ND-2025-001111,2025-06-27 08:20:35+00:00,V2 update broke my custom CSS,in_app,incident,bug,Pro,14
ND-2025-000672,2025-04-22 15:10:00+00:00,Can we enforce MFA for all users?,email,service_request,security_privacy,Pro,24
ND-2025-001759,2025-09-17 14:05:25+00:00,Sales inquiry for Pro plan,phone,service_request,other,Free,0
ND-2025-000462,2025-03-11 15:00:15+00:00,VAT invoice for tax purposes,email,service_request,billing_payments,Pro,17
ND-2025-001525,2025-08-05 10:30:00+00:00,Timezone conversion is off by one hour.,webchat,incident,data_reporting,Pro,26
ND-2025-001496,2025-08-04 12:15:00+00:00,Where is my August invoice?,email,service_request,billing_payments,Standard,4
ND-2025-000184,2025-01-29 14:20:10+00:00,Xero API is down affecting connector,email,incident,integrations,Pro,12
ND-2025-000951,2025-05-30 10:50:25+00:00,Severe lag.,email,incident,performance_outage,Pro,27
ND-2025-001903,2025-10-02 13:05:55+00:00,Pricing query.,webchat,service_request,other,Free,0
ND-2025-002092,2025-11-28 13:10:55+00:00,JSON parsing error on the API.,email,incident,integrations,Pro,24
ND-2025-001871,2025-10-22 14:00:55+00:00,Where are your servers located?,in_app,service_request,security_privacy,Pro,17
ND-2025-000125,2025-01-06 14:15:45+00:00,How do I duplicate a widget?,email,service_request,how_to_training,Standard,6
ND-2025-001520,2025-08-28 15:20:00+00:00,Need to downgrade to free tier.,email,service_request,billing_payments,Standard,7
ND-2025-001619,2025-09-04 11:20:45+00:00,Invitation link for new user expired,email,service_request,access_permissions,Free,4
ND-2025-001494,2025-08-02 16:20:00+00:00,Reset password link not working.,webchat,service_request,access_permissions,Pro,5
ND-2025-000662,2025-04-20 08:10:00+00:00,Where do I configure the Xero connector settings?,webchat,service_request,how_to_training,Standard,4
ND-2025-000040,2025-01-14 09:20:25+00:00,How do I customize the widget axis?,email,service_request,how_to_training,Standard,2
ND-2025-002208,2025-12-05 08:20:12+00:00,Closing down business need to stop all Northstar billing.,email,service_request,account_admin,Standard,9
ND-2025-001653,2025-09-12 12:45:35+00:00,Real-time widget is lagging by 20 mins,in_app,service_request,data_reporting,Enterprise,36
ND-2025-002288,2025-12-12 13:20:45+00:00,Data refresh is 4 hours behind.,email,service_request,data_reporting,Enterprise,19
ND-2025-000031,2025-01-11 10:05:55+00:00,Xero fields not mapping correctly to Polaris widgets,email,service_request,integrations,Pro,13
ND-2025-002144,2025-11-25 08:30:00+00:00,Webhook not firing.,email,incident,integrations,Enterprise,27
ND-2025-000063,2025-01-21 13:15:20+00:00,it crashed,webchat,incident,bug,Standard,5
ND-2025-000102,2025-01-12 10:40:20+00:00,User cannot see the shared report despite permissions,email,incident,data_reporting,Pro,9
ND-2025-000709,2025-04-03 11:50:00+00:00,PDF export formatting is weird,email,incident,data_reporting,Pro,14
ND-2025-000445,2025-03-08 11:15:35+00:00,Refund for the unused time on my subscription?,email,service_request,billing_payments,Standard,3
ND-2025-000491,2025-03-17 13:50:20+00:00,Update company VAT number,email,service_request,account_admin,Pro,10
ND-2025-001301,2025-07-27 08:35:45+00:00,Xero Connector is down again.,email,incident,integrations,Enterprise,41
ND-2025-000900,2025-05-20 08:50:10+00:00,Forgot password.,webchat,incident,access_permissions,Free,2
ND-2025-001910,2025-10-06 10:40:25+00:00,GDPR article 15 request.,email,service_request,security_privacy,Standard,12
ND-2025-001846,2025-10-14 15:10:05+00:00,Report: CORS misconfiguration on the API endpoint.,email,incident,security_privacy,Pro,24
ND-2025-000830,2025-05-05 12:30:10+00:00,"New user here, lost with the layout.",in_app,service_request,how_to_training,Standard,1
ND-2025-001260,2025-07-16 11:30:25+00:00,API rate limit exceeded on the Shopify connector.,email,incident,integrations,Standard,12
ND-2025-002073,2025-11-23 09:15:45+00:00,Remove user.,webchat,service_request,account_admin,Standard,7
ND-2025-001051,2025-06-16 14:05:40+00:00,Orbit ID service is completely down nobody can log in,email,incident,performance_outage,Pro,42
ND-2025-000912,2025-05-22 10:10:10+00:00,Errors popping up randomly.,phone,incident,performance_outage,Standard,22
ND-2025-000629,2025-04-08 15:50:00+00:00,Change company name on the account,email,service_request,account_admin,Standard,5
ND-2025-002162,2025-11-06 14:10:30+00:00,Invite user.,email,service_request,account_admin,Standard,9
ND-2025-000163,2025-01-14 11:35:55+00:00,Charged twice for the same month,email,incident,billing_payments,Pro,8
ND-2025-001817,2025-10-05 09:30:45+00:00,Can we enforce MFA for only the Finance team on Orbit ID?,email,service_request,security_privacy,Pro,22
ND-2025-002061,2025-11-19 13:35:10+00:00,We would like to partner with Northstar Desk.,email,service_request,other,Free,0
ND-2025-000906,2025-05-21 09:00:40+00:00,Hit API rate limit.,email,incident,integrations,Enterprise,30
ND-2025-000918,2025-05-23 10:45:40+00:00,Docs link is broken.,in_app,service_request,how_to_training,Free,3
ND-2025-002329,2025-12-06 14:15:45+00:00,Invoice incorrect.,email,service_request,billing_payments,Pro,16
ND-2025-001083,2025-06-26 09:30:55+00:00,Explain the difference between editor and viewer roles,webchat,service_request,how_to_training,Pro,14
ND-2025-001630,2025-09-07 08:20:10+00:00,Date filter on Polaris Board ignores end date,email,service_request,data_reporting,Enterprise,45
ND-2025-000522,2025-03-23 15:30:15+00:00,VAT receipt please,email,service_request,billing_payments,Pro,14
ND-2025-000556,2025-03-30 14:00:25+00:00,UI glitch on dashboard,email,incident,bug,Standard,9
ND-2025-001930,2025-10-21 13:10:44+00:00,Reset 2FA now.,phone,service_request,access_permissions,Pro,12
ND-2025-001814,2025-10-03 14:15:55+00:00,Link to reset password for Orbit ID isn't arriving.,webchat,service_request,access_permissions,Pro,14
ND-2025-000401,2025-03-01 09:02:10+00:00,How do I remove a user from our Polaris Board access list?,webchat,service_request,account_admin,Standard,24
ND-2025-001323,2025-07-03 09:15:00+00:00,Polaris board is lagging badly.,email,incident,performance_outage,Pro,20
ND-2025-001253,2025-07-14 14:30:25+00:00,Polaris is running really slow this afternoon.,email,incident,performance_outage,Standard,18
ND-2025-001681,2025-09-20 13:40:20+00:00,Font size on Polaris widget is too small to read,webchat,incident,bug,Pro,22
ND-2025-001698,2025-09-25 11:00:10+00:00,Adding a new user to the team,phone,service_request,account_admin,Standard,3
ND-2025-001097,2025-06-30 13:20:25+00:00,Sync is stuck at 99 percent for hours,email,incident,integrations,Pro,29
ND-2025-002263,2025-12-02 11:20:15+00:00,New user onboarding guide needed.,in_app,service_request,how_to_training,Pro,1
ND-2025-001093,2025-06-29 11:40:25+00:00,Do you have a video on setting up SQL connectors,webchat,service_request,how_to_training,Free,2
ND-2025-001059,2025-06-19 08:15:55+00:00,Where are you based,in_app,service_request,other,Standard,2
ND-2025-001065,2025-06-20 14:00:25+00:00,Thinking of cancelling need to know process,in_app,service_request,account_admin,Standard,18
ND-2025-001404,2025-08-01 13:20:33+00:00,How do I add a widget to the main Polaris dashboard?,in_app,service_request,how_to_training,Standard,2
